bcl::linal::Matrix<double>
  224	  1
  0.145833	
  1	
  0.117647	
  0.333333	
  0.179487	
  0.0967742	
  0.333333	
  0.14	
  0.319149	
  0.109375	
  0.230769	
  0.319149	
  0.0882353	
  0.142857	
  0.166667	
  0.285714	
  0.153846	
  0.142857	
  0.348837	
  0.12766	
  0.333333	
  0.150943	
  0.166667	
  0.173913	
  0.139535	
  0.12766	
  0.348837	
  0.311111	
  0.139535	
  0.162791	
  0.125	
  0.372093	
  0.109091	
  0.12963	
  0.319149	
  0.122449	
  0.348837	
  0.107143	
  0.166667	
  0.109091	
  0.151515	
  0.132075	
  0.340909	
  0.159091	
  0.127273	
  0.136364	
  0.181818	
  0.170732	
  0.142857	
  0.333333	
  0.101695	
  0.12963	
  0.15	
  0.358974	
  0.166667	
  0.134615	
  0.127273	
  0.127273	
  0.326087	
  0.130435	
  0.166667	
  0.365854	
  0.136364	
  0.136364	
  0.132075	
  0.107143	
  0.384615	
  0.12766	
  0.326087	
  0.333333	
  0.340909	
  0.162791	
  0.155556	
  0.136364	
  0.105263	
  0.111111	
  0.5	
  0.113208	
  0.190476	
  0.142857	
  0.175	
  0.340909	
  0.140351	
  0.140351	
  0.146341	
  0.109091	
  0.186047	
  0.148148	
  0.454545	
  0.107143	
  0.365854	
  0.140351	
  0.243902	
  0.210526	
  0.181818	
  0.139535	
  0.153846	
  0.384615	
  0.130435	
  0.113208	
  0.378378	
  0.15	
  0.14	
  0.152174	
  0.208333	
  0.115385	
  0.216216	
  0.139535	
  0.130435	
  0.133333	
  0.340909	
  0.333333	
  0.107143	
  0.166667	
  0.113208	
  0.155556	
  0.173913	
  0.155556	
  0.184211	
  0.142857	
  0.222222	
  0.137931	
  0.139535	
  0.368421	
  0.159091	
  0.378378	
  0.179487	
  0.368421	
  0.3125	
  0.348837	
  0.368421	
  0.365854	
  0.181818	
  0.222222	
  0.140351	
  0.142857	
  0.113208	
  0.155172	
  0.378378	
  0.348837	
  0.142857	
  0.405405	
  0.12766	
  0.243902	
  0.155556	
  0.133333	
  0.357143	
  0.142857	
  0.133333	
  0.146341	
  0.12766	
  0.306122	
  0.173913	
  0.189189	
  0.216216	
  0.178571	
  0.139535	
  0.166667	
  0.142857	
  0.159091	
  0.405405	
  0.12766	
  0.135593	
  0.185185	
  0.142857	
  0.130435	
  0.153846	
  0.222222	
  0.136364	
  0.136364	
  0.133333	
  0.111111	
  0.137931	
  0.109091	
  0.375	
  0.177778	
  0.181818	
  0.157895	
  0.25641	
  0.277778	
  0.188679	
  0.139535	
  0.140351	
  0.405405	
  0.133333	
  0.188679	
  0.130435	
  0.285714	
  0.375	
  0.133333	
  0.125	
  0.139535	
  0.186047	
  0.35	
  0.148148	
  0.112676	
  0.136364	
  0.12766	
  0.365854	
  0.139535	
  0.139535	
  0.133333	
  0.152174	
  0.333333	
  0.162791	
  0.136364	
  0.136364	
  0.118644	
  0.130435	
  0.139535	
  0.117647	
  0.142857	
  0.162791	
  0.122449	
  0.294118	
  0.162791	
  0.115385	
  0.130435	
  0.136364	
  0.277778	
  0.285714	
  0.25641	
  0.285714	
  0.285714	
