0,0.145833
1,1
2,0.117647
3,0.333333
4,0.179487
5,0.0967742
6,0.333333
7,0.14
8,0.319149
9,0.109375
10,0.230769
11,0.319149
12,0.0882353
13,0.142857
14,0.166667
15,0.285714
16,0.153846
17,0.142857
18,0.348837
19,0.12766
20,0.333333
21,0.150943
22,0.166667
23,0.173913
24,0.139535
25,0.12766
26,0.348837
27,0.311111
28,0.139535
29,0.162791
30,0.125
31,0.372093
32,0.109091
33,0.12963
34,0.319149
35,0.122449
36,0.348837
37,0.107143
38,0.166667
39,0.109091
40,0.151515
41,0.132075
42,0.340909
43,0.159091
44,0.127273
45,0.136364
46,0.181818
47,0.170732
48,0.142857
49,0.333333
50,0.101695
51,0.12963
52,0.15
53,0.358974
54,0.166667
55,0.134615
56,0.127273
57,0.127273
58,0.326087
59,0.130435
60,0.166667
61,0.365854
62,0.136364
63,0.136364
64,0.132075
65,0.107143
66,0.384615
67,0.12766
68,0.326087
69,0.333333
70,0.340909
71,0.162791
72,0.155556
73,0.136364
74,0.105263
75,0.111111
76,0.5
77,0.113208
78,0.190476
79,0.142857
80,0.175
81,0.340909
82,0.140351
83,0.140351
84,0.146341
85,0.109091
86,0.186047
87,0.148148
88,0.454545
89,0.107143
90,0.365854
91,0.140351
92,0.243902
93,0.210526
94,0.181818
95,0.139535
96,0.153846
97,0.384615
98,0.130435
99,0.113208
100,0.378378
101,0.15
102,0.14
103,0.152174
104,0.208333
105,0.115385
106,0.216216
107,0.139535
108,0.130435
109,0.133333
110,0.340909
111,0.333333
112,0.107143
113,0.166667
114,0.113208
115,0.155556
116,0.173913
117,0.155556
118,0.184211
119,0.142857
120,0.222222
121,0.137931
122,0.139535
123,0.368421
124,0.159091
125,0.378378
126,0.179487
127,0.368421
128,0.3125
129,0.348837
130,0.368421
131,0.365854
132,0.181818
133,0.222222
134,0.140351
135,0.142857
136,0.113208
137,0.155172
138,0.378378
139,0.348837
140,0.142857
141,0.405405
142,0.12766
143,0.243902
144,0.155556
145,0.133333
146,0.357143
147,0.142857
148,0.133333
149,0.146341
150,0.12766
151,0.306122
152,0.173913
153,0.189189
154,0.216216
155,0.178571
156,0.139535
157,0.166667
158,0.142857
159,0.159091
160,0.405405
161,0.12766
162,0.135593
163,0.185185
164,0.142857
165,0.130435
166,0.153846
167,0.222222
168,0.136364
169,0.136364
170,0.133333
171,0.111111
172,0.137931
173,0.109091
174,0.375
175,0.177778
176,0.181818
177,0.157895
178,0.25641
179,0.277778
180,0.188679
181,0.139535
182,0.140351
183,0.405405
184,0.133333
185,0.188679
186,0.130435
187,0.285714
188,0.375
189,0.133333
190,0.125
191,0.139535
192,0.186047
193,0.35
194,0.148148
195,0.112676
196,0.136364
197,0.12766
198,0.365854
199,0.139535
200,0.139535
201,0.133333
202,0.152174
203,0.333333
204,0.162791
205,0.136364
206,0.136364
207,0.118644
208,0.130435
209,0.139535
210,0.117647
211,0.142857
212,0.162791
213,0.122449
214,0.294118
215,0.162791
216,0.115385
217,0.130435
218,0.136364
219,0.277778
220,0.285714
221,0.25641
222,0.285714
223,0.285714
