key		r1	r2	MeO	L838	V383	V-L
r1-h_r2-0_meo-8	H	OMe	8	6.8	6.5	-0.3
r1-1_r2-0_meo-8	Ethyl	OMe	8	5.1	6.9	1.8
r1-3_r2-0_meo-8	Allyl	OMe	8	5.1	6.6	1.5
r1-0_r2-0_meo-9	Methyl	OMe	9	4.5	6.6	2.0
r1-1_r2-0_meo-9	Ethyl	OMe	9	4.0	6.4	2.4
r1-0_r2-2_meo-8	Methyl	NHEt	8	5.6	6.9	1.3
r1-1_r2-2_meo-8	Ethyl	NHEt	8	4.0	6.0	2.0
r1-0_r2-2_meo-9	Methyl	NHEt	9	4.5	6.3	1.8
